Number,Vc,f,ap,Stiffness,Wear,Position,Block,Ra,Ry,Rz,Rq,Rt,Sm
3,220.00,0.12,0.70,D50,New,CE,Run 16,1.13,7.96,5.15,1.32,7.96,112.00
4,340.00,0.12,0.70,D50,New,CE,Run 16,1.27,7.15,5.35,1.52,7.54,93.00
5,220.00,0.08,1.20,D50,New,CE,Run 16,1.15,5.58,5.15,1.38,5.61,80.00
6,340.00,0.08,1.20,D50,New,CE,Run 16,0.79,4.66,3.87,0.93,4.66,46.00
7,220.00,0.12,1.20,D50,New,CE,Run 16,1.58,8.65,6.83,1.87,8.65,119.00
8,340.00,0.12,1.20,D50,New,CE,Run 16,1.59,7.40,6.50,1.87,7.40,117.00
9,179.09,0.10,0.95,D50,New,CE,Run 16,1.17,8.20,6.65,1.52,8.76,67.00
10,380.91,0.10,0.95,D50,New,CE,Run 16,0.70,4.23,3.70,0.86,4.88,80.00
11,280.00,0.07,0.95,D50,New,CE,Run 16,1.31,6.52,5.64,1.56,6.59,68.00
12,280.00,0.13,0.95,D50,New,CE,Run 16,1.53,11.73,7.37,1.87,11.73,118.00
13,280.00,0.10,0.53,D50,New,CE,Run 16,1.23,5.56,5.37,1.47,5.77,100.00
14,280.00,0.10,1.37,D50,New,CE,Run 16,1.61,9.17,6.91,1.89,9.88,95.00
15,280.00,0.10,0.95,D50,New,CE,Run 16,1.50,10.63,7.29,1.82,11.45,58.00
16,280.00,0.10,0.95,D50,New,CE,Run 16,1.16,7.82,5.43,1.42,7.82,56.00
17,280.00,0.10,0.95,D50,New,CE,Run 16,1.05,5.01,4.76,1.26,5.23,89.00
1,220.00,0.08,0.70,D50,New,CE,Run 17,0.75,3.74,3.51,0.89,3.86,73.00
2,340.00,0.08,0.70,D50,New,CE,Run 17,0.73,3.95,3.55,0.88,3.95,50.00
3,220.00,0.12,0.70,D50,New,CE,Run 17,1.09,6.08,5.27,1.28,6.49,89.00
4,340.00,0.12,0.70,D50,New,CE,Run 17,1.22,7.18,6.02,1.46,7.18,76.00
5,220.00,0.08,1.20,D50,New,CE,Run 17,1.55,10.76,7.05,1.87,10.76,74.00
6,340.00,0.08,1.20,D50,New,CE,Run 17,1.11,7.67,5.00,1.33,7.67,63.00
7,220.00,0.12,1.20,D50,New,CE,Run 17,1.56,8.69,6.96,1.85,8.69,109.00
8,340.00,0.12,1.20,D50,New,CE,Run 17,1.59,7.38,6.95,1.88,7.48,121.00
9,179.09,0.10,0.95,D50,New,CE,Run 17,1.04,6.83,5.43,1.31,6.83,90.00
10,380.91,0.10,0.95,D50,New,CE,Run 17,1.30,10.05,6.58,1.65,10.05,79.00
11,280.00,0.07,0.95,D50,New,CE,Run 17,1.54,10.92,7.18,1.90,11.09,52.00
12,280.00,0.13,0.95,D50,New,CE,Run 17,1.43,7.11,6.20,1.68,7.19,128.00
13,280.00,0.10,0.53,D50,New,CE,Run 17,1.18,5.34,5.04,1.39,5.34,101.00
14,280.00,0.10,1.37,D50,New,CE,Run 17,1.08,6.40,5.61,1.34,6.40,94.00
15,280.00,0.10,0.95,D50,New,CE,Run 17,1.26,5.71,5.60,1.54,5.99,46.00
16,280.00,0.10,0.95,D50,New,CE,Run 17,1.27,5.90,5.46,1.51,6.13,64.00
17,280.00,0.10,0.95,D50,New,CE,Run 17,0.11,5.08,4.79,1.27,5.19,89.00
1,220.00,0.08,0.70,D50,New,CE,Run 18,0.79,3.65,3.40,0.92,3.78,75.00
2,340.00,0.08,0.70,D50,New,CE,Run 18,0.73,3.85,3.55,0.87,3.87,54.00
3,220.00,0.12,0.70,D50,New,CE,Run 18,1.18,8.07,5.58,1.40,8.07,83.00
4,340.00,0.12,0.70,D50,New,CE,Run 18,1.08,5.68,5.23,1.28,5.91,80.00
5,220.00,0.08,1.20,D50,New,CE,Run 18,1.35,9.84,6.30,1.66,9.84,70.00
6,340.00,0.08,1.20,D50,New,CE,Run 18,0.89,8.11,4.83,1.11,8.11,41.00
7,220.00,0.12,1.20,D50,New,CE,Run 18,1.55,6.80,6.55,1.83,6.99,119.00
8,340.00,0.12,1.20,D50,New,CE,Run 18,1.73,8.58,7.20,2.04,8.58,119.00
9,179.09,0.10,0.95,D50,New,CE,Run 18,1.27,8.68,6.24,1.58,8.90,84.00
10,380.91,0.10,0.95,D50,New,CE,Run 18,0.77,4.88,3.83,0.94,1.88,92.00
11,280.00,0.07,0.95,D50,New,CE,Run 18,1.20,5.81,5.58,1.46,5.88,48.00
12,280.00,0.13,0.95,D50,New,CE,Run 18,1.37,6.24,6.12,1.64,6.56,116.00
13,280.00,0.10,0.53,D50,New,CE,Run 18,1.25,5.65,5.09,1.44,5.83,101.00
14,280.00,0.10,1.37,D50,New,CE,Run 18,2.05,20.98,10.13,2.58,20.98,103.00
15,280.00,0.10,0.95,D50,New,CE,Run 18,1.28,6.04,5.70,1.54,6.04,48.00
16,280.00,0.10,0.95,D50,New,CE,Run 18,1.27,5.97,5.45,1.49,5.97,72.00
17,280.00,0.10,0.95,D50,New,CE,Run 18,1.01,5.45,4.89,1.23,5.48,87.00
1,220.00,0.08,0.70,D50,New,CE,Run 19,1.28,9.86,6.34,1.54,9.86,89.00
2,340.00,0.08,0.70,D50,New,CE,Run 19,0.71,3.79,3.41,0.85,3.83,55.00
3,220.00,0.12,0.70,D50,New,CE,Run 19,1.30,7.78,7.00,1.61,8.86,88.00
4,340.00,0.12,0.70,D50,New,CE,Run 19,1.17,5.57,5.27,1.37,6.07,80.00
5,220.00,0.08,1.20,D50,New,CE,Run 19,1.19,5.66,5.35,1.40,6.07,73.00
6,340.00,0.08,1.20,D50,New,CE,Run 19,0.77,4.92,3.78,0.91,4.92,44.00
7,220.00,0.12,1.20,D50,New,CE,Run 19,1.50,6.80,6.45,1.77,6.87,127.00
8,340.00,0.12,1.20,D50,New,CE,Run 19,1.65,7.52,6.91,1.95,7.70,117.00
9,179.09,0.10,0.95,D50,New,CE,Run 19,0.93,8.70,5.28,1.21,8.70,80.00
10,380.91,0.10,0.95,D50,New,CE,Run 19,0.78,4.80,3.96,0.97,4.80,96.00
11,280.00,0.07,0.95,D50,New,CE,Run 19,1.26,5.64,5.42,1.52,5.76,72.00
12,280.00,0.13,0.95,D50,New,CE,Run 19,1.36,9.18,6.35,1.64,9.18,129.00
13,280.00,0.10,0.53,D50,New,CE,Run 19,1.20,6.22,5.26,1.41,6.22,100.00
14,280.00,0.10,1.37,D50,New,CE,Run 19,1.26,6.75,5.76,1.54,6.75,100.00
15,280.00,0.10,0.95,D50,New,CE,Run 19,1.40,9.08,6.58,1.71,9.28,52.00
16,280.00,0.10,0.95,D50,New,CE,Run 19,1.35,7.80,6.05,1.59,7.80,90.00
17,280.00,0.10,0.95,D50,New,CE,Run 19,1.01,4.89,4.69,1.23,4.94,70.00
1,220.00,0.08,0.70,D50,New,CE,Run 20,0.76,3.70,3.26,0.89,3.70,68.00
2,340.00,0.08,0.70,D50,New,CE,Run 20,0.77,3.45,3.37,0.92,3.49,70.00
3,220.00,0.12,0.70,D50,New,CE,Run 20,1.11,5.56,4.94,1.28,5.56,126.00
4,340.00,0.12,0.70,D50,New,CE,Run 20,1.12,6.08,5.46,1.33,6.08,82.00
5,220.00,0.08,1.20,D50,New,CE,Run 20,1.34,8.14,5.65,1.56,8.14,71.00
6,340.00,0.08,1.20,D50,New,CE,Run 20,0.77,3.92,3.54,0.90,4.06,52.00
7,220.00,0.12,1.20,D50,New,CE,Run 20,1.60,8.15,7.08,1.91,8.48,120.00
8,340.00,0.12,1.20,D50,New,CE,Run 20,1.68,8.16,7.33,2.01,8.16,116.00
9,179.09,0.10,0.95,D50,New,CE,Run 20,1.14,7.41,6.03,1.45,7.41,73.00
10,380.91,0.10,0.95,D50,New,CE,Run 20,0.88,8.01,4.88,1.12,8.01,82.00
11,280.00,0.07,0.95,D50,New,CE,Run 20,1.29,5.73,5.49,1.52,6.10,61.00
12,280.00,0.13,0.95,D50,New,CE,Run 20,1.42,8.73,6.44,1.71,8.73,116.00
13,280.00,0.10,0.53,D50,New,CE,Run 20,1.14,5.37,5.01,1.34,5.41,99.00
14,280.00,0.10,1.37,D50,New,CE,Run 20,1.23,7.92,5.98,1.50,7.92,105.00
15,280.00,0.10,0.95,D50,New,CE,Run 20,1.33,7.20,5.92,1.60,7.20,47.00
16,280.00,0.10,0.95,D50,New,CE,Run 20,1.49,13.46,7.16,1.84,13.46,73.00
17,280.00,0.10,0.95,D50,New,CE,Run 20,1.05,4.88,4.77,1.27,4.96,92.00
1,220.00,0.08,0.70,D50,New,CE,Run 21,0.84,5.37,4.60,1.01,5.99,69.00
2,340.00,0.08,0.70,D50,New,CE,Run 21,0.68,3.39,3.63,0.81,3.44,55.00
3,220.00,0.12,0.70,D50,New,CE,Run 21,1.19,6.51,5.51,1.40,6.54,100.00
4,340.00,0.12,0.70,D50,New,CE,Run 21,1.15,5.66,5.13,1.34,5.84,80.00
5,220.00,0.08,1.20,D50,New,CE,Run 21,1.82,13.25,9.21,2.26,13.25,65.00
6,340.00,0.08,1.20,D50,New,CE,Run 21,0.78,4.03,3.75,0.92,4.36,59.00
7,220.00,0.12,1.20,D50,New,CE,Run 21,1.52,7.01,6.42,1.81,7.01,116.00
8,340.00,0.12,1.20,D50,New,CE,Run 21,1.79,8.39,7.47,2.11,8.55,117.00
9,179.09,0.10,0.95,D50,New,CE,Run 21,1.17,6.91,5.88,1.45,7.03,90.00
10,380.91,0.10,0.95,D50,New,CE,Run 21,1.13,10.36,5.28,1.39,10.36,90.00
11,280.00,0.07,0.95,D50,New,CE,Run 21,1.47,10.55,7.06,1.76,10.55,61.00
12,280.00,0.13,0.95,D50,New,CE,Run 21,1.40,9.09,6.55,1.67,9.09,114.00
13,280.00,0.10,0.53,D50,New,CE,Run 21,1.14,5.26,4.99,1.35,5.36,100.00
14,280.00,0.10,1.37,D50,New,CE,Run 21,1.24,6.66,5.66,1.51,6.66,100.00
15,280.00,0.10,0.95,D50,New,CE,Run 21,1.30,8.34,6.13,1.58,8.34,42.00
16,280.00,0.10,0.95,D50,New,CE,Run 21,1.50,13.87,6.98,1.84,13.87,64.00
17,280.00,0.10,0.95,D50,New,CE,Run 21,1.22,7.99,5.61,1.48,7.99,75.00
1,220.00,0.08,0.70,D50,New,CE,Run 22,0.76,4.08,3.52,0.89,4.22,76.00
2,340.00,0.08,0.70,D50,New,CE,Run 22,0.81,6.45,4.20,0.99,6.45,64.00
3,220.00,0.12,0.70,D50,New,CE,Run 22,1.12,5.68,4.92,1.28,5.68,123.00
4,340.00,0.12,0.70,D50,New,CE,Run 22,1.15,6.78,5.51,1.37,6.78,78.00
5,220.00,0.08,1.20,D50,New,CE,Run 22,1.25,7.96,5.94,1.48,7.96,63.00
6,340.00,0.08,1.20,D50,New,CE,Run 22,1.38,13.30,6.47,1.72,13.30,67.00
7,220.00,0.12,1.20,D50,New,CE,Run 22,1.61,8.09,6.88,1.90,8.09,123.00
8,340.00,0.12,1.20,D50,New,CE,Run 22,1.81,8.32,7.58,2.12,8.68,104.00
9,179.09,0.10,0.95,D50,New,CE,Run 22,0.92,5.64,4.81,1.18,5.85,75.00
10,380.91,0.10,0.95,D50,New,CE,Run 22,0.81,4.69,4.14,0.99,4.78,76.00
11,280.00,0.07,0.95,D50,New,CE,Run 22,1.38,5.93,5.74,1.60,6.15,69.00
12,280.00,0.13,0.95,D50,New,CE,Run 22,1.34,6.41,5.92,1.60,6.41,131.00
13,280.00,0.10,0.53,D50,New,CE,Run 22,1.23,5.94,5.32,1.45,5.98,100.00
14,280.00,0.10,1.37,D50,New,CE,Run 22,1.52,10.74,7.98,1.89,11.07,89.00
15,280.00,0.10,0.95,D50,New,CE,Run 22,1.31,6.09,5.75,1.57,6.09,44.00
16,280.00,0.10,0.95,D50,New,CE,Run 22,1.15,5.16,4.95,1.39,5.59,54.00
17,280.00,0.10,0.95,D50,New,CE,Run 22,1.21,9.57,5.90,1.51,9.57,85.00
1,220.00,0.08,0.70,D50,New,CE,Run 23,0.92,6.39,4.40,1.12,6.82,75.00
2,340.00,0.08,0.70,D50,New,CE,Run 23,0.67,3.64,3.41,0.82,3.86,52.00
3,220.00,0.12,0.70,D50,New,CE,Run 23,1.22,6.87,5.70,1.43,6.98,99.00
4,340.00,0.12,0.70,D50,New,CE,Run 23,1.15,5.88,5.22,1.34,5.89,85.00
5,220.00,0.08,1.20,D50,New,CE,Run 23,1.29,7.69,6.15,1.54,7.99,66.00
6,340.00,0.08,1.20,D50,New,CE,Run 23,1.03,7.44,5.26,1.27,7.44,57.00
7,220.00,0.12,1.20,D50,New,CE,Run 23,1.60,7.18,6.92,1.89,7.36,127.00
8,340.00,0.12,1.20,D50,New,CE,Run 23,1.74,8.30,7.23,2.05,8.30,123.00
9,179.09,0.10,0.95,D50,New,CE,Run 23,1.41,8.81,6.58,1.68,8.82,88.00
10,380.91,0.10,0.95,D50,New,CE,Run 23,0.91,6.40,4.57,1.13,6.40,73.00
11,280.00,0.07,0.95,D50,New,CE,Run 23,1.25,5.86,5.66,1.51,6.13,59.00
12,280.00,0.13,0.95,D50,New,CE,Run 23,1.47,9.46,6.77,1.76,9.46,131.00
13,280.00,0.10,0.53,D50,New,CE,Run 23,1.25,5.91,5.43,1.49,5.91,101.00
14,280.00,0.10,1.37,D50,New,CE,Run 23,1.24,6.05,5.83,1.51,6.30,101.00
15,280.00,0.10,0.95,D50,New,CE,Run 23,1.20,5.47,5.33,1.46,5.66,43.00
16,280.00,0.10,0.95,D50,New,CE,Run 23,1.22,7.19,5.49,1.48,7.19,64.00
17,280.00,0.10,0.95,D50,New,CE,Run 23,1.02,4.83,4.73,1.23,5.02,74.00
1,220.00,0.08,0.70,D50,New,CE,Run 24,0.77,6.33,4.00,0.94,6.33,75.00
2,340.00,0.08,0.70,D50,New,CE,Run 24,0.79,4.58,3.81,0.96,4.62,52.00
3,220.00,0.12,0.70,D50,New,CE,Run 24,1.09,5.13,4.92,1.26,5.23,108.00
4,340.00,0.12,0.70,D50,New,CE,Run 24,1.11,6.26,5.27,1.31,6.34,81.00
5,220.00,0.08,1.20,D50,New,CE,Run 24,1.38,9.54,6.75,1.64,9.57,67.00
6,340.00,0.08,1.20,D50,New,CE,Run 24,1.28,11.44,6.43,1.68,13.47,60.00
7,220.00,0.12,1.20,D50,New,CE,Run 24,1.64,7.38,6.76,1.94,7.60,119.00
8,340.00,0.12,1.20,D50,New,CE,Run 24,1.81,9.88,7.52,2.13,9.88,119.00
9,179.09,0.10,0.95,D50,New,CE,Run 24,0.84,4.71,4.51,1.08,5.06,58.00
10,380.91,0.10,0.95,D50,New,CE,Run 24,0.88,8.71,4.78,1.08,8.71,74.00
11,280.00,0.07,0.95,D50,New,CE,Run 24,1.30,5.97,5.79,1.54,6.31,64.00
12,280.00,0.13,0.95,D50,New,CE,Run 24,1.33,6.33,5.96,1.59,6.33,131.00
13,280.00,0.10,0.53,D50,New,CE,Run 24,1.23,5.90,5.28,1.45,5.95,100.00
14,280.00,0.10,1.37,D50,New,CE,Run 24,1.10,5.68,5.36,1.35,5.85,99.00
15,280.00,0.10,0.95,D50,New,CE,Run 24,1.38,5.73,5.50,1.63,5.97,64.00
16,280.00,0.10,0.95,D50,New,CE,Run 24,1.24,7.43,5.54,1.50,7.43,64.00
17,280.00,0.10,0.95,D50,New,CE,Run 24,1.09,5.38,4.92,1.30,5.38,88.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 25,0.80,4.33,3.69,0.96,4.39,71.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 25,0.72,3.87,3.55,0.87,3.94,57.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 25,1.18,9.99,6.93,1.47,10.40,104.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 25,1.19,10.46,6.45,1.48,10.46,75.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 25,1.18,5.72,5.27,1.39,6.08,59.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 25,1.09,6.60,5.77,1.34,6.68,44.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 25,1.69,8.30,6.99,2.01,8.30,123.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 25,1.62,9.70,7.05,1.92,9.70,124.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 25,1.09,6.11,5.68,1.39,6.77,96.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 25,0.75,5.20,3.85,0.92,5.20,73.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 25,1.33,5.87,5.75,1.63,5.91,68.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 25,1.43,9.89,6.86,1.75,9.89,120.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 25,1.26,5.64,5.38,1.50,5.66,102.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 25,1.47,9.02,6.87,1.77,9.02,102.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 25,1.52,8.35,6.76,1.80,8.62,62.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 25,1.42,7.10,6.03,1.64,7.10,67.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 25,1.12,5.70,5.15,1.36,5.70,67.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 26,0.82,4.64,3.81,0.98,4.64,77.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 26,0.82,6.45,4.10,1.00,6.45,46.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 26,1.11,7.78,5.67,1.33,7.86,104.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 26,1.12,5.98,5.39,1.34,5.98,54.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 26,1.31,9.33,6.00,1.55,9.33,74.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 26,0.98,6.05,5.49,1.22,6.21,45.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 26,1.47,6.33,6.19,1.74,6.54,119.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 26,1.60,7.33,6.69,1.90,7.33,121.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 26,1.07,5.51,5.34,1.36,5.60,91.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 26,0.77,5.36,3.67,0.93,5.52,84.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 26,1.36,6.35,5.97,1.63,6.51,55.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 26,1.65,14.16,8.42,2.05,14.16,112.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 26,1.30,5.94,5.37,1.52,6.29,102.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 26,1.49,9.60,7.30,1.81,9.92,103.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 26,1.35,9.84,6.55,1.68,9.84,47.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 26,1.24,6.08,5.64,1.50,6.22,44.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 26,1.09,5.61,5.14,1.33,5.61,57.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 27,0.85,4.91,3.90,1.00,6.21,76.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 27,0.93,9.77,6.02,1.22,9.77,57.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 27,1.19,6.09,5.59,1.40,6.17,120.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 27,1.08,7.67,5.54,1.31,7.67,47.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 27,1.15,5.25,5.01,1.35,5.30,59.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 27,0.81,5.53,4.52,1.03,5.54,42.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 27,1.58,7.47,6.64,1.87,7.47,116.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 27,1.63,10.00,7.15,1.94,10.00,120.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 27,1.19,6.34,5.85,1.51,66.50,98.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 27,1.70,17.84,8.81,2.10,17.84,68.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 27,1.34,6.08,5.90,1.62,6.13,58.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 27,1.81,11.31,8.26,2.15,11.31,111.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 27,1.37,5.78,5.47,1.58,6.31,98.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 27,1.34,6.65,6.00,1.61,6.65,96.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 27,1.51,9.58,6.95,1.85,9.58,53.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 27,1.45,9.22,6.42,1.73,9.69,74.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 27,1.19,6.89,5.36,1.44,6.89,59.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 28,1.04,12.01,5.19,1.30,12.01,72.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 28,0.88,6.70,4.79,1.09,6.72,59.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 28,1.11,6.26,5.25,1.30,6.26,102.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 28,1.23,11.45,6.35,1.56,11.54,63.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 28,1.16,6.19,4.92,1.36,6.51,74.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 28,0.71,5.04,3.98,0.86,5.15,34.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 28,1.61,8.25,6.92,1.92,8.25,119.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 28,1.69,7.95,6.86,2.00,8.54,124.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 28,1.09,5.73,5.51,1.41,5.86,83.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 28,0.98,5.24,4.59,1.18,5.26,74.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 28,1.28,6.21,5.97,1.56,6.73,62.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 28,1.36,7.11,6.03,1.61,7.11,114.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 28,1.31,5.59,5.41,1.55,5.85,102.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 28,1.27,7.80,5.97,1.56,7.80,94.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 28,1.32,6.37,5.96,1.60,6.84,51.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 28,1.32,7.33,6.08,1.56,7.33,59.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 28,1.09,5.09,4.95,1.33,5.38,53.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 29,0.90,5.43,4.39,1.09,5.43,84.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 29,0.84,4.23,3.92,0.99,4.24,57.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 29,1.21,7.36,5.89,1.44,7.36,117.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 29,1.55,11.86,8.95,2.03,12.28,70.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 29,1.22,5.19,5.06,1.42,5.97,69.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 29,0.82,4.93,4.65,1.04,5.68,39.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 29,1.55,7.28,6.56,1.83,7.35,119.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 29,1.63,7.54,7.08,1.93,7.75,119.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 29,1.04,5.90,5.31,1.36,6.05,74.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 29,1.25,10.44,7.69,1.69,10.44,95.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 29,1.31,5.81,5.52,1.57,5.86,58.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 29,1.46,6.74,6.14,1.72,7.30,130.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 29,1.29,6.23,5.57,1.51,6.23,96.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 29,1.56,8.62,6.75,1.85,8.92,95.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 29,1.53,11.29,7.40,1.88,11.29,48.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 29,1.39,7.68,6.31,1.64,7.96,53.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 29,1.19,5.79,5.13,1.41,5.79,73.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 30,0.80,5.65,4.24,1.00,6.21,61.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 30,0.71,3.56,3.38,0.87,3.59,57.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 30,1.30,11.77,7.13,1.61,11.77,97.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 30,1.18,7.80,6.23,1.45,7.80,60.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 30,1.43,9.48,5.75,1.66,9.48,68.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 30,0.78,5.21,4.29,0.97,5.86,35.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 30,1.49,6.59,6.23,1.77,6.62,122.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 30,1.55,7.73,6.41,1.82,7.73,122.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 30,1.18,6.93,5.90,1.48,7.24,98.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 30,0.94,10.80,5.25,1.18,10.80,70.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 30,1.28,6.20,5.95,1.57,6.34,51.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 30,1.41,10.34,6.84,1.71,10.34,124.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 30,1.30,6.91,5.46,1.52,6.91,101.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 30,1.39,9.44,6.40,1.68,9.44,87.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 30,1.42,7.05,6.26,1.66,7.05,64.00
16,280.00,0.10,0.95,D50,New,Chuck,Run 30,1.48,12.09,6.99,1.81,12.09,58.00
17,280.00,0.10,0.95,D50,New,Chuck,Run 30,1.18,8.67,5.64,1.46,8.67,60.00
1,220.00,0.08,0.70,D50,New,Chuck,Run 31,0.74,4.97,3.58,0.89,4.97,76.00
2,340.00,0.08,0.70,D50,New,Chuck,Run 31,0.74,4.21,3.62,0.90,4.21,52.00
3,220.00,0.12,0.70,D50,New,Chuck,Run 31,1.22,10.01,6.04,1.50,10.01,99.00
4,340.00,0.12,0.70,D50,New,Chuck,Run 31,1.45,12.86,8.65,1.88,12.86,45.00
5,220.00,0.08,1.20,D50,New,Chuck,Run 31,1.24,8.45,5.72,1.47,8.45,69.00
6,340.00,0.08,1.20,D50,New,Chuck,Run 31,0.92,6.12,5.05,1.18,6.24,39.00
7,220.00,0.12,1.20,D50,New,Chuck,Run 31,1.60,8.28,6.86,1.89,8.28,101.00
8,340.00,0.12,1.20,D50,New,Chuck,Run 31,1.65,7.74,6.88,1.94,8.02,124.00
9,179.09,0.10,0.95,D50,New,Chuck,Run 31,1.10,6.15,5.69,1.41,6.36,68.00
10,380.91,0.10,0.95,D50,New,Chuck,Run 31,0.93,12.81,5.71,1.23,12.81,63.00
11,280.00,0.07,0.95,D50,New,Chuck,Run 31,1.33,6.18,5.79,1.62,6.04,60.00
12,280.00,0.13,0.95,D50,New,Chuck,Run 31,1.30,5.97,5.85,1.56,6.00,117.00
13,280.00,0.10,0.53,D50,New,Chuck,Run 31,1.29,6.07,5.37,1.52,6.07,100.00
14,280.00,0.10,1.37,D50,New,Chuck,Run 31,1.27,7.78,5.79,1.53,7.78,102.00
15,280.00,0.10,0.95,D50,New,Chuck,Run 31,1.42,8.15,6.48,1.74,8.15,52.00
